"Department","Number","Name","Credits","Description","Prerequisites"
ENGL,"3050",Introduction to Rhetoric and Composition,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55703
ENGL,"3080","Persuasion: History, Theory, Practice",3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55704
ENGL,"3090","Exposition: History, Theory, Practice",3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55705
ENGL,"3100","Composition Studies: History, Theory, Practice",3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55706
ENGL,"3105",Practical Grammar,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55707
ENGL,"3110",Technical Writing,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55708
ENGL,"3115",Multimodal Composition,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55709
ENGL,"3120",Digital Writing and Publishing,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55710
ENGL,"3125",Digital Media Studies,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55711
ENGL,"3130",Business Writing,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55712
ENGL,"3135",Visual Rhetoric,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55713
ENGL,"3140",Editing for Publication,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55714
ENGL,"3150A",Poetry,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55808
ENGL,"3150B",Fiction,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55809
ENGL,"3150C","Introduction to Creative Writing: Poetry, Fiction, & Creative Nonfiction",3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55810
ENGL,"3160",Narrative Techniques,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55715
ENGL,"3170",Poetic Techniques,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55716
ENGL,"3180A",Contemporary Poetry,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55811
ENGL,"3180B",Contemporary Fiction Craft,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55812
ENGL,"3190A",Introduction to Narrative Podcasting,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55813
ENGL,"3190B",Advanced Narrative Podcasting,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55814
ENGL,"3195",Teaching in English Studies,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55717
ENGL,"3200",Introduction to Literary Editing and Publishing,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=63054
ENGL,"3201",Domestic Field School,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=63055
ENGL,"3205",Topics in Creative Writing,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55718
ENGL,"3210",Advanced Grammar,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55719
ENGL,"3220",History of the English Language,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55720
ENGL,"3225",The History and Future of the Book,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55721
ENGL,"3230",History of Literary and Cultural Theory,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55722
ENGL,"3250",Topics in Contemporary Theory,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55723
ENGL,"3255",Introduction to Digital Humanities,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55724
ENGL,"3256",Advanced Topics in Digital Humanities: Electronic Literature and Interactive Fiction,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55725
ENGL,"3260",Theories of Popular Culture,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55726
ENGL,"3266",American Culture Seminar II,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55727
ENGL,"3275",Literature and Culture of the American South,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55728
ENGL,"3280",English Drama before 1800,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55729
ENGL,"3290",English Fiction before 1800,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55730
ENGL,"3300",Medieval English Literature,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55731
ENGL,"3310",Old English,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55732
ENGL,"3350",Literature and War,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55733
ENGL,"3400","Courtiers, Clergy, and Poets",3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55734
ENGL,"3410","Seduction, Revolution, and the Rise of Science",3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55735
ENGL,"3420",Mythology,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55736
ENGL,"3500",Century English Literature,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55737
ENGL,"3510",Century English Literature,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55738
ENGL,"3520",Life Writing,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55739
ENGL,"3550",Early Indigenous Literatures,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55740
ENGL,"3605",Late Romanticism,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55742
ENGL,"3610",Love and Death in Victorian Poetry,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55743
ENGL,"3620",Victorian Novels,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55744
ENGL,"3630",Haunted Texts,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55745
ENGL,"3690",Honors Readings,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55746
ENGL,"3695",LGBTQ Literature,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55747
ENGL,"3700",Century British Literature,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55748
ENGL,"3710",Century British Literature,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55749
ENGL,"3720",Century English Poetry,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55750
ENGL,"3800",Early American Literature,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55751
ENGL,"3810",American Romantics,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55752
ENGL,"3820",Realism and Naturalism,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55753
ENGL,"3830",American Modernisms,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55754
ENGL,"3840",Postmodern American Literature,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55755
ENGL,"3850",American Poetry,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55756
ENGL,"3860",American Drama,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55757
ENGL,"3865",The Short Story,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55758
ENGL,"3870",American Fiction,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55759
ENGL,"3875",Science Fiction,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55760
ENGL,"3880",fiction Prose,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55761
ENGL,"3885",Contemporary Literature,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55762
ENGL,"3895",Comics and the Graphic Novel,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55763
ENGL,"3900",Irish Literature,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55764
ENGL,"3905",Jewish Literature,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55765
ENGL,"3910",The Tradition of Children’s and Young Adults’ Literature,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55766
ENGL,"3915",Literature of the Early South,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55767
ENGL,"3920",Southern Literature,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55768
ENGL,"3930",Modern Drama,2,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55769
WGSS,"4842",Sexuality and Nationalism,2,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=57805
WGSS,"4844",Youth and Sexualities,2,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=57806
WGSS,"4846","Gender, War, and Militarism in/and the Middle East",2,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=57807
WGSS,"4870",Honors Thesis I,2,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=57808
WGSS,"4880",Honors Thesis II,2,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=57809
WGSS,"4910",Special Topics,2,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=57810
WGSS,"4930",CTW,2,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=57811
WGSS,"4950",Internship,2,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=57812
WGSS,"4950",Internship,2,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=63089
WGSS,"4995",CTW,2,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=57813
WGSS,"4999",Directed Readings,2,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=57814
